player_id,name,position,number,instagram_url,profile_format,profile_detail
730,T. Courtois,Goalkeeper,1,https://www.instagram.com/thibautcourtois/,labelled_lines_v1,"生まれ::1992年5月11日、ベルギー・ブリー
国籍::ベルギー
ポジション::ゴールキーパー
身長・利き足::200cm / 左利き
経歴::ヘンクの育成組織で頭角を現し、10代でトップチームのリーグ優勝に貢献しました。
2011-2018: チェルシー（2011-2014はアトレティコ・マドリードへ期限付き移籍）。アトレティコではラ・リーガ優勝とCL決勝進出を経験し、チェルシー復帰後はプレミアリーグ優勝を2度達成しています。
2018-: レアル・マドリード。加入後は長く守護神を務め、2021-22シーズンのCL制覇では決勝MVP級の活躍でクラブの14回目の欧州制覇を支えました。
移籍金::2018年夏にチェルシーからレアル・マドリードへ加入。移籍金は約3500万ユーロ規模と報じられています。
特徴::200センチのサイズと長い手足を生かしたシュートストップが最大の武器です。至近距離の反応、ハイボール処理、ロングフィードの精度まで高く、押し込まれる試合でも失点期待値を大きく下げられるタイプです。
監督・選手の発言::アンチェロッティ監督は2024年9月に「疑いなく世界最高のGK」と評しており、ビッグマッチでの安定感は首脳陣から絶対的に信頼されています。
記録::2022年のチャンピオンズリーグ決勝でUEFAのプレーヤー・オブ・ザ・マッチを受賞し、同年にはヤシン・トロフィーも獲得しました。ベルギー代表でもW杯3位やゴールデングローブ受賞の実績を持ちます。
面白いエピソード::子どもの頃は左サイドバックとしてプレーしていましたが、急激な身長の伸びをきっかけにGKへ転向しました。足元の落ち着きがあるのは、フィールドプレーヤー経験の名残とも言われます。
意外な経歴::アトレティコ・マドリード時代にマドリード・ダービーで一気に評価を高め、のちに同じ街のレアル・マドリードへ移籍した異色の経歴を持ちます。"
47400,A. Lunin,Goalkeeper,13,https://www.instagram.com/lunin_andrey/,labelled_lines_v1,"生まれ::1999年2月11日、ウクライナ・クラスノフラード
国籍::ウクライナ
ポジション::ゴールキーパー
身長・利き足::191cm / 右利き
経歴::メタリストとドニプロの育成組織で育ち、10代のうちにウクライナ国内で正GK候補として注目を集めました。
2016-2018: ドニプロ / ゾリャ・ルハーンシク。ゾリャではヨーロッパリーグも経験し、一気に評価を上げました。
2018-: レアル・マドリード。加入後はレガネス、バジャドリー、オビエドへの期限付き移籍を挟みながら経験を積み、控えGKから戦力へ成長しています。
移籍金::2018年夏にゾリャ・ルハーンシクから加入。移籍金は約850万ユーロ規模と報じられています。
特徴::反応速度の高いシュートストップと、体を大きく使う1対1対応が武器です。試合勘を保ちづらい控え立場でも集中を切らさず、連戦に入ると安定感を示せるタイプです。
監督・選手の発言::クルトワ不在時に重要な試合を任された経験があり、クラブ内では“控え以上”の信頼を勝ち取っています。急な出番でも落ち着いて入れる点が強みです。
記録::ウクライナ代表の正GK争いに加わり、レアル・マドリードでもカップ戦や主力離脱時に出場を重ねています。若くしてビッグクラブ在籍を長く続けているGKです。
面白いエピソード::加入後しばらくは毎年のようにローン移籍が続きましたが、レアル・マドリードで粘り強く序列を上げ直しました。一度離れながら最終的に居場所をつかんだ苦労人です。
意外な経歴::ウクライナ国内で頭角を現した時点からビッグクラブ注目株でしたが、キャリア初期の欧州移籍は順風満帆ではありませんでした。複数クラブでの短期経験が、今の適応力を支えています。"
396475,Fran González,Goalkeeper,26,,,
544044,J. Navarro Jimenez,Goalkeeper,29,,,
386872,Sergio Mestre,Goalkeeper,43,,labelled_lines_v1,"生まれ::2005年2月13日、スペイン・ボアディージャ・デル・モンテ
国籍::スペイン
ポジション::ゴールキーパー
身長・利き足::193cm / 右利き
経歴::マドリード近郊で育ち、アトレティコ系の育成環境を経てレアル・マドリードのカンテラへ加入しました。
2023-: レアル・マドリード下部組織 / カスティージャ。トップチームのメンバー入りも経験しながら、カスティージャの守護神候補として育成されています。
特徴::193センチのサイズを生かしたハイボール対応と、正面を外さない落ち着いたセービングが強みです。派手な飛び出しより、構えて止めるタイプのGKとして育っています。
監督・選手の発言::カスティージャ所属ながらトップチームのベンチ入りを経験しており、クラブ内では次世代GKの一人として見られています。まずは安定感と基礎能力の高さが評価軸です。
記録::ラ・リーガ公式プロフィールにも掲載されるトップチーム登録経験を持ち、2025-26シーズンはカスティージャで継続的に経験を積んでいます。世代別代表候補としても追われる立場です。
面白いエピソード::マドリード圏の育成競争が激しいGKポジションで、最終的にレアル・マドリード側へ移ってきた経歴を持ちます。首都圏のカンテラ事情を象徴するようなキャリアです。
意外な経歴::全国的な知名度はまだ高くありませんが、193センチのサイズと地元色の強い経歴から、クラブ内では“次の候補”として丁寧に育てられている段階です。"
733,Dani Carvajal,Defender,2,https://www.instagram.com/dani.carvajal.2/,labelled_lines_v1,"生まれ::1992年1月11日、スペイン・レガネス
国籍::スペイン
ポジション::右サイドバック
身長・利き足::173cm / 右利き
経歴::幼少期からレアル・マドリードの下部組織で育ち、カスティージャまで昇格した生え抜きです。
2012-2013: バイヤー・レバークーゼン。ドイツで即戦力として評価を高め、1年でトップクラスの右SBとして認知されました。
2013-: レアル・マドリード。買い戻し後は長年にわたり右サイドの定位置を守り、黄金期の主力を務めています。
移籍金::2013年夏にレバークーゼンから買い戻し条項を行使して復帰しました。金額は約650万ユーロと報じられています。
特徴::対人守備、球際の激しさ、タイミングの良いオーバーラップを兼ね備えた実戦派の右SBです。守備でラインを締めながら、攻撃ではクロスと内側への関与で厚みを作れます。
監督・選手の発言::長年にわたり監督が代わっても起用され続けてきたのは、戦術理解と競争心が高いからです。若手や新戦力が入っても、右サイドの基準役として扱われています。
記録::チャンピオンズリーグ優勝を何度も経験し、スペイン代表でもEURO 2024優勝メンバーとなりました。クラブと代表の両方でタイトルを積み上げた、同世代屈指の右SBです。
面白いエピソード::レアル・マドリードのカンテラ出身者でありながら、一度ドイツへ出て評価を上げて戻ってきた“逆輸入型”の成功例です。生え抜きの象徴性と外での修行経験を兼ね備えています。
意外な経歴::若い頃は細身で、今のような激しい対人守備を想像しにくいタイプでした。トップレベルで戦う中でフィジカルと読みを磨き、完成度を高めた晩成寄りのSBです。"
330436,David Jiménez,Defender,2,,,
372,Éder Militão,Defender,3,https://www.instagram.com/edermilitao/,,
560901,V. Valdepenas,Defender,3,,,
505,D. Alaba,Defender,4,https://www.instagram.com/davidalaba/,labelled_lines_v1,"生まれ::1992年6月24日、オーストリア・ウィーン
国籍::オーストリア
ポジション::センターバック / 左サイドバック
身長・利き足::180cm / 左利き
経歴::地元ウィーンで育ち、アウストリア・ウィーンからバイエルンの育成組織へ移りました。早い段階から左足の技術と戦術理解で評価された万能型です。
2010-2021: バイエルン・ミュンヘン（2011年はホッフェンハイムへ期限付き移籍）。長期政権の中心としてブンデスリーガを連覇し、欧州制覇も経験しました。
2021-: レアル・マドリード。加入直後から最終ラインとビルドアップの核となり、複数ポジションを高水準でこなしています。
移籍金::2021年夏にバイエルンとの契約満了後、フリーでレアル・マドリードへ加入しました。
特徴::左足の配球精度、守備ライン統率、複数ポジション対応力が際立つ万能ディフェンダーです。CBでもSBでも中盤でも機能し、保持局面では一列前の選手のように試合を整えられます。
監督・選手の発言::アンチェロッティ体制では守備だけでなくロッカールームでの成熟度も高く評価されています。若手が多い最終ラインにおいて、プレーと言葉の両方で基準を示せる選手です。
記録::バイエルンとレアル・マドリードの両方でチャンピオンズリーグ優勝を経験し、オーストリア代表でも長く主将を務めています。オーストリア年間最優秀選手賞の常連でもあり、同国史上屈指のキャリアを築いてきました。
面白いエピソード::父はナイジェリア出身のミュージシャン、母はフィリピン出身で、幼少期から音楽と多文化環境の中で育ちました。本人もリズム感のあるボール扱いで知られ、サッカーIQの高さにその背景を感じさせます。
意外な経歴::若い頃は中盤や左ウイングでも起用され、そこから万能型へ進化しました。今でも緊急時にポジションを変えられるのは、育成年代で役割を固定されなかった強みです。"
