player_id,name,position,number,instagram_url,profile_format,profile_detail
19088,D. Henderson,Goalkeeper,1,https://www.instagram.com/deanhenderson/,,
19684,R. Matthews,Goalkeeper,31,https://www.instagram.com/remimatthews/,,
22157,W. Benítez,Goalkeeper,44,https://www.instagram.com/walterbenitezoficial/,,
557584,G. King,Defender,5,https://www.instagram.com/george_king07/,,
20995,M. Lacroix,Defender,5,https://www.instagram.com/lacroix_maxence/,,
557414,D. Benamar,Defender,17,,,
18862,N. Clyne,Defender,17,https://www.instagram.com/nathaniel_clyne/,,
412759,J. Canvot,Defender,23,https://www.instagram.com/j.canvot/,,
26303,B. Sosa,Defender,24,https://www.instagram.com/bornasosa/,,
126949,C. Richards,Defender,26,https://www.instagram.com/eastmamba/,,
278898,C. Riad,Defender,34,https://www.instagram.com/chadiriad17/,,
13736,D. Muñoz,Midfielder,2,https://www.instagram.com/daniel.chitiva/,,
182201,T. Mitchell,Midfielder,3,https://www.instagram.com/tmitch.27/,,
2490,J. Lerma,Midfielder,8,https://www.instagram.com/jeffersonlerma/,,
184226,Yeremy Pino,Midfielder,10,https://www.instagram.com/yeresantos10/,,
403554,Christantus Uche,Midfielder,12,https://www.instagram.com/uche__6/,,
2601,D. Kamada,Midfielder,18,https://www.instagram.com/kamadadaichi/,,
18806,W. Hughes,Midfielder,19,,,
288102,A. Wharton,Midfielder,20,https://www.instagram.com/adamwharton10/,,
301295,K. Rodney,Midfielder,42,https://www.instagram.com/kadenrodney_/,,
286458,J. Devenny,Midfielder,55,https://www.instagram.com/justindevenny_03/,,
380703,Rio Cardines,Midfielder,59,https://www.instagram.com/cardinesrio/,,
557413,J. Drakes-Thomas,Midfielder,86,,,
2218,I. Sarr,Attacker,7,https://www.instagram.com/ismaila_sarr_18/,,
557416,Z. Marsh,Attacker,9,https://www.instagram.com/zach_marshh/,,
1468,E. Nketiah,Attacker,9,https://www.instagram.com/eddienketiah/,,
557475,B. Casey,Attacker,11,,,
129711,B. Johnson,Attacker,11,https://www.instagram.com/brenjohnson_/,,
25927,J. Mateta,Attacker,14,https://www.instagram.com/iammateta/,,
2032,J. Strand Larsen,Attacker,22,https://www.instagram.com/strandlarsen/,,
137303,E. Guessand,Attacker,29,https://www.instagram.com/e.guessand/,,
